學年度	開課系所代碼	開課系所名稱	科目代碼	科目中文名稱	科目英文名稱	必選修	全/半	上學期學分	下學期學分	上學期正課時數	上學期實驗時數	下學期正課時數	下學期實驗時數	停開	
113	VS   	全人中心	0000001 	服務學習（一）	Service-Learning (I)	必修	半	0.0	0.0	0.0	0.0	0.0	0.0		
113	EU00 	教育系（學）	0000002 	服務學習（二）－教育系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	EU00 	教育系（學）	0000003 	服務學習（二）－教育系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	EU01 	心輔系（學）	0000004 	服務學習（二）－心輔系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	EU02 	社教系（學）	0000006 	服務學習（二）－社教系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	EU05 	衛教系（學）	0000009 	服務學習（二）－衛教系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	EU06 	幼家科學系（學）	0000010 	服務學習（二）－人發系	Service-Learning(II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	EU06 	幼家科學系（學）	0000011 	服務學習（二）－人發系學會	Service-Learning(II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0	 	
113	EU07 	公領系（學）	0000013 	服務學習（二）－公領系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	EU09 	特教系（學）	0000014 	服務學習（二）－特教系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	LU20 	國文系（學）	0000016 	服務學習（二）－國文系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0	 	
113	LU20 	國文系（學）	0000017 	服務學習（二）－國文系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	LU21 	英語系（學）	0000018 	服務學習（二）－英語系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	LU21 	英語系（學）	0000019 	服務學習（二）－英語系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	LU22 	歷史系（學）	0000020 	服務學習（二）－歷史系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	LU22 	歷史系（學）	0000021 	服務學習（二）－歷史系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	LU23 	地理系（學）	0000022 	服務學習（二）－地理系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	LU23 	地理系（學）	0000023 	服務學習（二）－地理系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	SU40 	數學系（學）	0000024 	服務學習（二）－數學系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	SU40 	數學系（學）	0000025 	服務學習（二）－數學系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	SU41 	物理系（學）	0000026 	服務學習（二）－物理系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	SU41 	物理系（學）	0000027 	服務學習（二）－物理系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	SU42 	化學系（學）	0000028 	服務學習（二）－化學系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	SU42 	化學系（學）	0000029 	服務學習（二）－化學系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	SU43 	生科系（學）	0000030 	服務學習（二）－生科系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	SU43 	生科系（學）	0000031 	服務學習（二）－生科系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	SU44 	地科系（學）	0000032 	服務學習（二）－地科系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	SU47 	資工系（學）	0000035 	服務學習（二）－資工系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	TU60 	美術系（學）	0000037 	服務學習（二）－美術系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	TU68 	設計系（學）	0000038 	服務學習（二）－設計系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	HU70 	工教系（學）	0000041 	服務學習（二）－工教系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	HU71 	科技系（學）	0000042 	服務學習（二）－科技系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	HU71 	科技系（學）	0000043 	服務學習（二）－科技系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	HU72 	圖傳系（學）	0000044 	服務學習（二）－圖傳系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	HU73 	機電系（學）	0000046 	服務學習（二）－機電系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0	 	
113	AU30 	體育系（學）	0000050 	服務學習（二）－體育系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	AU30 	體育系（學）	0000051 	服務學習（二）－體育系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0	 	
113	AU32 	競技系（學）	0000052 	服務學習（二）－競技系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	AU32 	競技系（學）	0000053 	服務學習（二）－競技系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	IU83 	東亞系（學）	0000056 	服務學習（二）－東亞系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	IU84 	華語系（學）	0000058 	服務學習（二）－華語系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	MU90 	音樂系（學）	0000060 	服務學習（二）－音樂系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	LU26 	臺文系（學）	0000064 	服務學習（二）－臺文系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	HU75 	電機系（學）	0000065 	服務學習（二）－電機系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	OU57 	企管系（學）	0000066 	服務學習（二）－企管系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	1.0	0.0		
113	EU11 	學習科學學位學程（學）	0000067 	服務學習（二）－學習科學學位學程	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	EU11 	學習科學學位學程（學）	0000068 	服務學習（二）－學習科學學位學程學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	MU92 	表演學位學程（學）	0000069 	服務學習（二）－表演藝術學位學程	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	MU92 	表演學位學程（學）	0000070 	服務學習（二）－表演藝術學位學程學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	HU77 	光電學位學程（學）	0000071 	服務學習（二）－光電工程學位學程	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	HU77 	光電學位學程（學）	0000072 	服務學習（二）－光電工程學位學程學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	HU76 	車能學位學程（學）	0000073 	服務學習（二）－車輛與能源工程學位學程	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	HU76 	車能學位學程（學）	0000074 	服務學習（二）－車輛與能源工程學位學程學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	SU51 	營養學位學程（學）	0000075 	服務學習（二）－營養科學學位學程	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	SU51 	營養學位學程（學）	0000076 	服務學習（二）－營養科學學位學程學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	OU57 	企管系（學）	0000077 	服務學習（二）－企管系學會	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	HU75 	電機系（學）	0000078 	服務學習（二）－電機系	Service-Learning (II)	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000079 	初階服務學習－學系	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000080 	初階服務學習－系學會	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000081 	初階服務學習－全人教育中心	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000A04 	初階服務學習－社團	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000A05 	初階服務學習－社團寒	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000A06 	初階服務學習－社團暑	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000B02 	初階服務學習－教務	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000D02 	初階服務學習－學務	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000F02 	初階服務學習－師資培育	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000G02 	初階服務學習－國際事務	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000I02 	初階服務學習－公共事務	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000J02 	初階服務學習－圖書	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000L02 	初階服務學習－教學發展	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	VS   	全人中心	0000N02 	初階服務學習－特教	Basic Service-Learning	必修	半	0.0	0.0	1.0	0.0	0.0	0.0		
113	LU20 	國文系（學）	00U0029 	國文（一）	Chinese (I)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0	 	
113	LU20 	國文系（學）	00U0030 	國文（二）	Chinese (II)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0	 	
113	CU   	共同科	00UA744 	基礎華語（一）	Basic Chinese for International Students (I)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0	 	
113	CU   	共同科	00UA759 	初級華語（一）	Elementary Chinese for International Students (I)	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA760 	中級華語（一）	Intermediate Chinese for International Students (I)	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA761 	高級華語（一）	Advanced Chinese for International Students (I)	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA7A1 	中文閱讀與思辨	Chinese Reading and Thinking	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA7A2 	中文閱讀與思辨	Chinese Reading and Thinking	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA7A3 	中文閱讀與思辨	Chinese Reading and Thinking	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA7A4 	中文閱讀與思辨	Chinese Reading and Thinking	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA7A5 	中文閱讀與思辨	Chinese Reading and Thinking	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA7A6 	中文閱讀與思辨	Chinese Reading and Thinking	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA7A7 	中文閱讀與思辨	Chinese Reading and Thinking	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA7A8 	中文閱讀與思辨	Chinese Reading and Thinking	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA844 	基礎華語（二）	Basic Chinese for International Students (II)	選修	半	2.0	2.0	2.0	0.0	2.0	0.0	 	
113	CU   	共同科	00UA859 	初級華語（二）	Elementary Chinese for International Students (II)	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA860 	中級華語（二）	Intermediate Chinese for International Students (II)	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA861 	高級華語（二）	Advanced Chinese for International Students (II)	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA8A1 	中文寫作與表達	Chinese Writing and Expression	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA8A2 	中文寫作與表達	Chinese Writing and Expression	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA8A3 	中文寫作與表達	Chinese Writing and Expression	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA8A4 	中文寫作與表達	Chinese Writing and Expression	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA8A5 	中文寫作與表達	Chinese Writing and Expression	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA8A6 	中文寫作與表達	Chinese Writing and Expression	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA8A7 	中文寫作與表達	Chinese Writing and Expression	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA8A8 	中文寫作與表達	Chinese Writing and Expression	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UA8B1 	中文寫作與表達：自主學習	Chinese Writing and Expression: Self-Directed Learning	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB7A1 	英文（一）	English (I)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	CU   	共同科	00UB7A2 	英文（一）	English (I)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	CU   	共同科	00UB7A3 	英文（一）	English (I)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	CU   	共同科	00UB7A4 	英文（一）	English (I)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	CU   	共同科	00UB7A5 	英文（一）	English (I)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	CU   	共同科	00UB7A6 	英文（一）	English (I)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	CU   	共同科	00UB8A1 	英文（二）	English (II)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	CU   	共同科	00UB8A2 	英文（二）	English (II)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	CU   	共同科	00UB8A3 	英文（二）	English (II)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	CU   	共同科	00UB8A4 	英文（二）	English (II)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	CU   	共同科	00UB8A5 	英文（二）	English (II)	必修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	CU   	共同科	00UB9A1 	英文（三）：文學與文化	English (III): Literature and Culture	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9A2 	英文（三）：文學與文化	English (III): Literature and Culture	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9B1 	英文（三）：教育英文	English (III): English for Education	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9B2 	英文（三）：教育英文	English (III): English for Education	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9C1 	英文（三）：科技英文	English (III): English for Science and Technology	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9C2 	英文（三）：科技英文	English (III): English for Science and Technology	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9D1 	英文（三）：藝術英文	English (III):  English for Arts and Design	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9D2 	英文（三）：藝術英文	English (III):  English for Arts and Design	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9E1 	英文（三）：運動英文	English (III): English for Sports	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9E2 	英文（三）：運動英文	English (III): English for Sports	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9F1 	英文（三）：職場英文	English (III): English for Work	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9F2 	英文（三）：職場英文	English (III): English for Work	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9G1 	英文（三）：觀光英文	English (III): English for Tourism	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9G2 	英文（三）：觀光英文	English (III): English for Tourism	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9H1 	英文（三）：商用英文	English (III): English for Business	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9H2 	英文（三）：商用英文	English (III): English for Business	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9I1 	英文（三）：自主學習	English (III): Self-Directed Learning	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9J1 	英文（三）：學術英文（聽力與口說）	English (III):Academic Listening and Speaking	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9J2 	英文（三）：學術英文（聽力與口說）	English (III):Academic Listening and Speaking	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9K1 	英文（三）：學術英文（閱讀與寫作）	English (III): Academic Reading and Writing	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9K2 	英文（三）：學術英文（閱讀與寫作）	English (III): Academic Reading and Writing	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9L1 	英文（三）：科學英文	English (III):English for Science	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9L2 	英文（三）：科學英文	English (III):English for Science	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9M1 	英文（三）：社會科學英文	English (III): Social Science English	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9M2 	英文（三）：社會科學英文	English (III): Social Science English	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9N1 	英文（三）：學術英文寫作與口語表達	English (III): Academic Writing and Oral Presentation English	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9N2 	英文（三）：學術英文寫作與口語表達	English (III): Academic Writing and Oral Presentation English	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9O1 	英文（三）：人文領域探索	English (III): Humanities and Cultures Exploration	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9O2 	英文（三）：人文領域探索	English (III): Humanities and Cultures Exploration	必修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	CU   	共同科	00UB9P1 	英文（三）：專業英語簡報	English (III): Professional Presentation in English	必修	半	2.0		2.0	0.0				
113	EU   	師培學院	00UE001 	教育概論（教）	Introduction to Education	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE002 	教育心理學（教）	Educational Psychology	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE003 	教育哲學（教）	Philosophy of Education	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE004 	教育社會學（教）	Sociology of Education	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE005 	教學原理（教）	Principles of Instruction	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE006 	班級經營（教）	Classroom Management	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE008 	輔導原理與實務（教）	Principle and Practice of Guidance	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE009 	青少年問題研究（教）	Studies in Adolescent	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE011 	教育行政（教）	Educational Administration	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE014 	中等教育（教）	Secondary Education	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE016 	認知心理學（教）	Cognitive Psychology	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE017 	發展心理學（教）	Developmental Psychology	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE018 	青少年心理學（教）	Adolescents Psychology	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE025 	教育統計（教）	Educational Statistics	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE036 	教育史（教）	History of Education	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE037 	現代教育思潮（教）	Studies of Contemporary Educational Thoughts	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE040 	電腦與教學（教）	Computer and Instruction	選修	半	2.0	2.0	2.0	0.0	2.0	0.0	Q	
113	EU   	師培學院	00UE041 	電腦輔助教學（教）	Computer-Aided Instruction	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE042 	生涯輔導（教）	Career Guidance	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE052 	鄉土教育（教）	Local Education	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE057 	性別教育（教）	Gender Education	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE059 	特殊教育導論（教）	Introduction to Special Education	選修	半	3.0	3.0	3.0	0.0	3.0	0.0		
113	EU   	師培學院	00UE062 	教育服務學習（教）	Educational Service-learning	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE063 	環境教育（教）	Environmental Education	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE065 	科展與獨立研究指導（教）	Guidance of Science Fair and Independent Studies	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE067 	科學概念發展（教）	Development of Science Concepts	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE069 	數學學習心理學（教）	Psychology of Learning Mathematics	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE070 	數學概念發展（教）	The Development of Mathematics Concept	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE073 	資優教育概論（教）	Introduction to Education for the Gifted	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE074 	學習評量（教）	Learning Assessment	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE075 	課程發展與設計（教）	Curriculum Development and Design	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE076 	教學媒體與運用（教）	Instructional Medium	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE079 	教師素養（教）	Professional Literacy for Teachers	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE080 	教師專業發展（教）	Teacher Professional Development	選修	半	2.0	2.0	2.0	0.0	2.0	0.0		
113	EU   	師培學院	00UE084 	實地學習（一）（教）	Field Lesson(I)	選修	半	0.0	0.0	0.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE085 	實地學習（二）（教）	Field Lesson(II)	選修	半	0.0	0.0	0.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE086 	實地學習（三）（教）	Field Lesson(III)	選修	半	0.0	0.0	0.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE087 	實地學習（A）（教）	Field Lesson(A)	選修	半	0.0	0.0	0.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE088 	實地學習（B）（教）	Field Lesson(B)	選修	半	0.0	0.0	0.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE089 	實地學習（C）（教）	Field Lesson(C)	選修	半	0.0	0.0	0.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE090 	職業教育與訓練（教）	Vocational Educational and Training	選修	半	1.0	0.0	1.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE092 	生涯規劃（教）	Career Planning	選修	半	1.0	0.0	1.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE093 	數學適性教學（教）	Differentiated Instruction in Mathematics	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE094 	數學探究與實作（教）	Inquiry and Practice in Mathematics	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE095 	德育原理與實踐（教）	Principles of Moral Education and Practice	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE096 	閱讀暨資訊素養教育（教）	Reading and Information Literacy Education	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE097 	親職教育與親師合作（教）	Parent Education : Families and Schools Working Together	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE098 	行為改變理論與技術（教）	Behavior Modification Theories and Techniques	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE099 	教育政策與法令（教）	Education Policy and Law	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE100 	實驗教育（教）	Experiment Education	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE101 	教育行動研究（教）	Education Action Research	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE102 	職業教育與訓練暨生涯規劃（教）	Vocational Education Training and Career Planning	必修	半	1.0	0.0	1.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE105 	圖文傳播探究與實作（教）	Graphic Communication Research and Implementation	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE106 	社會與綜合活動領域教育服務學習（教）	Educational Service-Learning in Social Studies & Integrative Activities	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE107 	社會與綜合活動領域補救教學（教）	Remedial Teaching : Social Studies & Integrative Activities	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE108 	社會與綜合活動領域適性教學（教）	Differentiated Instruction in Social Studies & Integrative Activities	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
113	EU   	師培學院	00UE109 	綜合活動領域探究與實作（教）	Inquiry and Practice in Integrated Activities	選修	半	2.0	0.0	2.0	0.0	0.0	0.0		
